Aggregate with Dmax= 1026.64 and aeff= 211.234
4935  = NAT
1.000	0.000	0.000	= target vector a1 (in TF)
0.000	1.000	0.000	= target vector a1 (in TF)
1.	1.	1.	= d_x/d d_y/d d_z/d (normally 1 1 1)
J	JX	JY	JZ	ICMPX	ICMPY	ICMPZ
3357 -10   1  12   1   1   1
3358 -10   1  13   1   1   1
3359 -10   1  14   1   1   1
3360  -8   1  10   1   1   1
3361  -9   1  11   1   1   1
3362  -9   1  12   1   1   1
3363  -9   2  13   1   1   1
3364 -10   2  14   1   1   1
3365  -8   2  10   1   1   1
3366  -8   2  11   1   1   1
3367  -8   2  12   1   1   1
3368  -9   3  14   1   1   1
3369  -8   1  12   1   1   1
3370  -8   1  13   1   1   1
3371  -9   1  14   1   1   1
3372   8  11  -0   1   1   1
3373   7  11  -1   1   1   1
3374   6  12  -1   1   1   1
3375   5  12  -2   1   1   1
3376   8  12   1   1   1   1
3377   7  12   0   1   1   1
3378   6  12  -0   1   1   1
3379   5  12  -1   1   1   1
3380   8  13   1   1   1   1
3381   7  13   1   1   1   1
3382   6  13   0   1   1   1
3383   5  13  -0   1   1   1
3384   4  13  -1   1   1   1
3385   7  11  -0   1   1   1
3386   6  11  -0   1   1   1
3387   5  11  -1   1   1   1
3388   8  11   1   1   1   1
3389   7  11   1   1   1   1
3390   5  11  -0   1   1   1
3391   4  11  -1   1   1   1
3392   7  12   2   1   1   1
3393   6  12   1   1   1   1
3394   5  12   0   1   1   1
3395   4  12  -0   1   1   1
3396   8  10   1   1   1   1
3397   7  10   1   1   1   1
3398   6  10   0   1   1   1
3399   5  10  -0   1   1   1
3400   4  10  -1   1   1   1
3401   7  10   2   1   1   1
3402   6  10   1   1   1   1
3403   4  11  -0   1   1   1
3404   7  11   2   1   1   1
3405   6  11   2   1   1   1
3406   5  11   1   1   1   1
3407   4  11   1   1   1   1
3408   3  11   0   1   1   1
3409   6   3  12   1   1   1
3410   2  12   5   1   1   1
3411   2  13   5   1   1   1
3412   3  14   4   1   1   1
3413   1  13   4   1   1   1
3414   1  14   3   1   1   1
3415   1  13   5   1   1   1
3416   2  14   4   1   1   1
3417   2  13   6   1   1   1
3418   2  14   6   1   1   1
3419   2  15   5   1   1   1
3420   0  13   5   1   1   1
3421   1  14   5   1   1   1
3422   1  15   4   1   1   1
3423  -3  16  -4   1   1   1
3424  -2  16  -5   1   1   1
3425  -1  16  -5   1   1   1
3426   6   7  -1   1   1   1
3427   7   7  -2   1   1   1
3428   7   7  -3   1   1   1
3429   6   6  -1   1   1   1
3430   6   6  -2   1   1   1
3431   7   5  -2   1   1   1
3432   5   7  -2   1   1   1
3433   7   6  -3   1   1   1
3434   6   7  -3   1   1   1
3435   6   7  -4   1   1   1
3436   5   6  -2   1   1   1
3437   5   6  -3   1   1   1
3438   6   6  -3   1   1   1
3439   2   2 -17   1   1   1
3440   1   2 -16   1   1   1
3441   1   2 -15   1   1   1
3442   0   2 -14   1   1   1
3443   2   3 -17   1   1   1
3444   1   3 -17   1   1   1
3445   1   3 -16   1   1   1
3446   0   3 -15   1   1   1
3447  -0   3 -14   1   1   1
3448   2   4 -18   1   1   1
3449   1   4 -17   1   1   1
3450   1   4 -16   1   1   1
3451   0   4 -15   1   1   1
3452  -0   4 -14   1   1   1
3453   3   2 -17   1   1   1
3454   2   2 -16   1   1   1
3455   2   2 -15   1   1   1
3456   1   2 -14   1   1   1
3457   1   2 -13   1   1   1
3458   3   3 -17   1   1   1
3459   2   3 -16   1   1   1
3460   2   3 -15   1   1   1
3461   1   3 -14   1   1   1
3462   1   3 -13   1   1   1
3463   2   4 -17   1   1   1
3464   2   4 -16   1   1   1
3465   2   4 -15   1   1   1
3466   1   4 -14   1   1   1
3467   1   4 -13   1   1   1
3468   4   2 -17   1   1   1
3469   3   2 -16   1   1   1
3470   3   2 -15   1   1   1
3471   2   2 -14   1   1   1
3472   3   3 -16   1   1   1
3473   3   3 -15   1   1   1
3474   2   3 -14   1   1   1
3475   2   3 -13   1   1   1
3476   3   4 -17   1   1   1
3477   3   4 -16   1   1   1
3478   2   4 -14   1   1   1
3479   2   4 -13   1   1   1
3480   1   5  -9   1   1   1
3481   9  -0   9   1   1   1
3482  10  -1   9   1   1   1
3483  10   0  10   1   1   1
3484  10  -1   8   1   1   1
3485  10  -0   8   1   1   1
3486  10   1   9   1   1   1
3487  10  -1   7   1   1   1
3488   9   0   8   1   1   1
3489   9   1   8   1   1   1
3490  11  -1   8   1   1   1
3491  11   0   8   1   1   1
3492  11   1   9   1   1   1
3493  18   6  -3   1   1   1
3494   8   2   5   1   1   1
3495   9   3   6   1   1   1
3496  10   3   6   1   1   1
3497  10   4   6   1   1   1
3498  11   4   7   1   1   1
3499   8   3   6   1   1   1
3500   8   4   7   1   1   1
3501   9   4   7   1   1   1
3502  10   5   7   1   1   1
3503   8   2   6   1   1   1
3504   9   3   7   1   1   1
3505  10   4   7   1   1   1
3506  10   4   8   1   1   1
3507   8   1   6   1   1   1
3508   9   2   7   1   1   1
3509  10   2   7   1   1   1
3510  10   3   8   1   1   1
3511  11   4   8   1   1   1
3512   8   2   7   1   1   1
3513   9   3   8   1   1   1
3514   9   4   8   1   1   1
3515  10   4   9   1   1   1
3516   8   7   1   1   1   1
3517   7   7   2   1   1   1
3518   9   7   0   1   1   1
3519   9   7   1   1   1   1
3520   8   7   2   1   1   1
3521  10   7   1   1   1   1
3522  10   7   2   1   1   1
3523   9   7   3   1   1   1
3524   2  15   6   1   1   1
3525 -12  -6   7   1   1   1
3526 -11  -7   8   1   1   1
3527 -10  -7   9   1   1   1
3528  -9  -8   9   1   1   1
3529 -13  -6   8   1   1   1
3530 -12  -7   9   1   1   1
3531 -11  -7   9   1   1   1
3532 -10  -7  10   1   1   1
3533 -10  -8  10   1   1   1
3534 -13  -6   9   1   1   1
3535 -12  -7  10   1   1   1
3536 -11  -8  10   1   1   1
3537 -10  -8  11   1   1   1
3538 -12  -5   8   1   1   1
3539 -11  -6   8   1   1   1
3540 -10  -6   9   1   1   1
3541  -9  -7   9   1   1   1
3542  -9  -7  10   1   1   1
3543 -12  -6   9   1   1   1
3544 -11  -6   9   1   1   1
3545 -13  -5   9   1   1   1
3546 -12  -6  10   1   1   1
3547 -11  -6  10   1   1   1
3548 -11  -7  11   1   1   1
3549 -10  -7  11   1   1   1
3550 -11  -4   8   1   1   1
3551 -11  -5   8   1   1   1
3552  -9  -6   9   1   1   1
3553  -8  -6  10   1   1   1
3554 -12  -4   9   1   1   1
3555 -11  -5   9   1   1   1
3556 -11  -5  10   1   1   1
3557 -10  -6  10   1   1   1
3558  -9  -6  11   1   1   1
3559 -12  -5  10   1   1   1
3560 -11  -5  11   1   1   1
3561 -10  -6  11   1   1   1
3562 -10  -6  12   1   1   1
3563   5  12  -3   1   1   1
3564  17   3   4   1   1   1
3565  16   2   4   1   1   1
3566  16   2   5   1   1   1
3567  18   2   4   1   1   1
3568  17   2   5   1   1   1
3569  17   1   6   1   1   1
3570  17   3   5   1   1   1
3571  16   2   6   1   1   1
3572  17   4   4   1   1   1
3573  16   3   5   1   1   1
3574  16   3   6   1   1   1
3575  18   4   5   1   1   1
3576  17   3   6   1   1   1
3577   9  -6   9   1   1   1
3578   7  -6  -4   1   1   1
3579   8  -5  -4   1   1   1
3580   9  -5  -4   1   1   1
3581   7  -5  -3   1   1   1
3582   8  -5  -3   1   1   1
3583   7  -5  -2   1   1   1
3584   8  -4  -2   1   1   1
3585   9  -4  -2   1   1   1
3586   4  10  14   1   1   1
3587   5  10  15   1   1   1
3588   5  11  16   1   1   1
3589   5  12  17   1   1   1
3590   5   9  14   1   1   1
3591   6  10  16   1   1   1
3592   6  11  17   1   1   1
3593   6   9  14   1   1   1
3594   6   9  15   1   1   1
3595   7  10  17   1   1   1
3596   7  10  18   1   1   1
3597   4   9  14   1   1   1
3598   4  10  15   1   1   1
3599   4  10  16   1   1   1
3600   4  11  17   1   1   1
3601   5  11  18   1   1   1
3602   5   9  15   1   1   1
3603   5  10  16   1   1   1
3604   5  10  17   1   1   1
3605   5  10  18   1   1   1
3606   5   8  14   1   1   1
3607   5   8  15   1   1   1
3608   6   9  16   1   1   1
3609   6   9  17   1   1   1
3610   6  10  18   1   1   1
3611   3   9  15   1   1   1
3612   3   9  16   1   1   1
3613   4  10  17   1   1   1
3614   4  10  18   1   1   1
3615   4   8  15   1   1   1
3616   4   9  16   1   1   1
3617   4   9  17   1   1   1
3618   5   9  17   1   1   1
3619   5   7  15   1   1   1
3620   5   8  16   1   1   1
3621   5   8  17   1   1   1
3622   5   9  18   1   1   1
3623 -15 -13  -5   1   1   1
3624 -15 -12  -4   1   1   1
3625   3  -9  -9   1   1   1
3626  14 -11  -6   1   1   1
3627  15 -11  -6   1   1   1
3628   3  18  -5   1   1   1
3629   4  19  -4   1   1   1
3630   3  17  -4   1   1   1
3631   4  17  -4   1   1   1
3632   4  18  -3   1   1   1
3633   3  17  -5   1   1   1
3634   4  18  -5   1   1   1
3635   5  18  -4   1   1   1
3636   4  17  -6   1   1   1
3637   4  18  -6   1   1   1
3638   5  19  -5   1   1   1
3639   4  16  -5   1   1   1
3640   5  17  -5   1   1   1
3641   7   5  15   1   1   1
3642   8   5  15   1   1   1
3643  -3  11  -5   1   1   1
3644  -1  13   4   1   1   1
3645  -1  13   5   1   1   1
3646  -0  13   6   1   1   1
3647  -6 -11  -1   1   1   1
3648  -6 -12  -0   1   1   1
3649  -6 -13   0   1   1   1
3650  -5 -11  -0   1   1   1
3651  -5 -12   0   1   1   1
3652  -6 -12   1   1   1   1
3653  -4 -11   0   1   1   1
3654  -5 -11   1   1   1   1
3655  -5 -12   1   1   1   1
3656  11   3   8   1   1   1
3657  11   3   9   1   1   1
3658  11   3   6   1   1   1
3659  11   2   7   1   1   1
3660  12   2   8   1   1   1
3661  12   4   6   1   1   1
3662  12   3   7   1   1   1
3663  12   3   8   1   1   1
3664  12   4   7   1   1   1
3665  12   4   8   1   1   1
3666  12   3   9   1   1   1
3667  13   3   6   1   1   1
3668  13   3   7   1   1   1
3669  13   2   8   1   1   1
3670   4  20  -5   1   1   1
3671   5  20  -6   1   1   1
3672   5  20  -5   1   1   1
3673   5  19  -4   1   1   1
3674   6  20  -6   1   1   1
3675   6  20  -5   1   1   1
3676   6  19  -4   1   1   1
3677 -14 -14  -8   1   1   1
3678   7  10   9   1   1   1
3679   8  10   9   1   1   1
3680   9  10   9   1   1   1
3681   9   7  -3   1   1   1
3682  10   8  -3   1   1   1
3683  10   9  -3   1   1   1
3684   9   7  -2   1   1   1
3685  10   8  -2   1   1   1
3686  11   8  -2   1   1   1
3687  10   7  -2   1   1   1
3688  10   6  -3   1   1   1
3689  11   7  -3   1   1   1
3690  11   8  -3   1   1   1
3691  10   6  -2   1   1   1
3692  11   7  -2   1   1   1
3693   9   8  10   1   1   1
3694  10   9   8   1   1   1
3695  11   9   8   1   1   1
3696  11   9   7   1   1   1
3697  12  10   6   1   1   1
3698   9   8  11   1   1   1
3699  10   8  11   1   1   1
3700  10   8  10   1   1   1
3701  11   9   9   1   1   1
3702  12   9   9   1   1   1
3703  12   9   8   1   1   1
3704  13  10   7   1   1   1
3705   9   7  11   1   1   1
3706   9   7  10   1   1   1
3707  10   8   9   1   1   1
3708  11   8   9   1   1   1
3709  11   8   8   1   1   1
3710  12   9   7   1   1   1
3711  13   9   7   1   1   1
3712   8   6  10   1   1   1
3713   9   7   9   1   1   1
3714  10   7   9   1   1   1
3715  10   7   8   1   1   1
3716  11   8   7   1   1   1
3717  12   8   7   1   1   1
3718  12   8   6   1   1   1
3719  10   7  12   1   1   1
3720  10   7  11   1   1   1
3721  11   8  10   1   1   1
3722  12   8  10   1   1   1
3723  12   8   9   1   1   1
3724  13   9   8   1   1   1
3725  14   9   8   1   1   1
3726   9   6  11   1   1   1
3727  10   7  10   1   1   1
3728  11   7  10   1   1   1
3729  11   7   9   1   1   1
3730  12   8   8   1   1   1
3731  13   8   8   1   1   1
3732  13   8   7   1   1   1
3733   9   6  10   1   1   1
3734  10   6   9   1   1   1
3735  11   7   8   1   1   1
3736  12   7   8   1   1   1
3737  12   7   7   1   1   1
3738  13   8   6   1   1   1
3739  10   6  12   1   1   1
3740  11   7  11   1   1   1
3741  12   7  11   1   1   1
3742  12   7  10   1   1   1
3743  13   8   9   1   1   1
3744  14   8   9   1   1   1
3745  14   8   8   1   1   1
3746  10   6  11   1   1   1
3747  11   6  10   1   1   1
3748  12   7   9   1   1   1
3749  13   7   9   1   1   1
3750  13   7   8   1   1   1
3751  14   8   7   1   1   1
3752   9   5  10   1   1   1
3753  10   5  10   1   1   1
3754  11   6   9   1   1   1
3755  12   6   8   1   1   1
3756  13   7   7   1   1   1
3757  14   7   7   1   1   1
3758  10   5  11   1   1   1
3759  11   5  11   1   1   1
3760  12   6  10   1   1   1
3761  13   6   9   1   1   1
3762  14   7   8   1   1   1
3763  15   7   8   1   1   1
3764  -6  -9 -11   1   1   1
3765  -5  -9 -12   1   1   1
3766  -4 -10 -12   1   1   1
3767  -3 -11 -13   1   1   1
3768  -5  -8 -11   1   1   1
3769  -4  -9 -11   1   1   1
3770  -4  -9 -12   1   1   1
3771  -3 -10 -12   1   1   1
3772  -2 -10 -13   1   1   1
3773  -5  -7 -11   1   1   1
3774  -4  -8 -11   1   1   1
3775  -3  -8 -12   1   1   1
3776  -2  -9 -12   1   1   1
3777  -6  -8 -12   1   1   1
3778  -5  -9 -13   1   1   1
3779  -4 -10 -13   1   1   1
3780  -3 -10 -14   1   1   1
3781  -5  -8 -12   1   1   1
3782  -4  -9 -13   1   1   1
3783  -3  -9 -13   1   1   1
3784  -2 -10 -14   1   1   1
3785  -5  -7 -12   1   1   1
3786  -4  -7 -12   1   1   1
3787  -3  -8 -13   1   1   1
3788  -2  -9 -13   1   1   1
3789  -6  -8 -13   1   1   1
3790  -6  -9 -13   1   1   1
3791  -5  -9 -14   1   1   1
3792  -4 -10 -14   1   1   1
3793  -3 -10 -15   1   1   1
3794  -6  -7 -13   1   1   1
3795  -5  -8 -13   1   1   1
3796  -4  -8 -14   1   1   1
3797  -3  -9 -14   1   1   1
3798  -5  -6 -13   1   1   1
3799  -4  -7 -13   1   1   1
3800  -3  -8 -14   1   1   1
3801  -2  -8 -14   1   1   1
3802  -9  -6 -11   1   1   1
3803  -8  -7 -11   1   1   1
3804  -7  -7 -12   1   1   1
3805  -9  -8 -11   1   1   1
3806  -8  -8 -11   1   1   1
3807  -9  -7 -11   1   1   1
3808  -9  -7 -12   1   1   1
3809  -8  -8 -12   1   1   1
3810 -10  -6 -12   1   1   1
3811  -9  -7 -13   1   1   1
3812  -8  -7 -13   1   1   1
3813 -10  -7 -12   1   1   1
3814  -9  -8 -12   1   1   1
3815   8 -10   8   1   1   1
3816   9 -10   7   1   1   1
3817   9 -10   6   1   1   1
3818 -10  -5   6   1   1   1
3819 -10  -6   6   1   1   1
3820  -9  -6   7   1   1   1
3821  -8  -7   8   1   1   1
3822  -9  -5   5   1   1   1
3823  -9  -5   6   1   1   1
3824  -8  -6   6   1   1   1
3825  -8  -6   7   1   1   1
3826  -7  -7   8   1   1   1
3827  -8  -5   5   1   1   1
3828  -7  -5   6   1   1   1
3829  -7  -6   7   1   1   1
3830  -6  -6   7   1   1   1
3831 -10  -6   5   1   1   1
3832  -9  -7   6   1   1   1
3833  -8  -7   7   1   1   1
3834  -8  -8   8   1   1   1
3835  -9  -6   5   1   1   1
3836  -8  -7   6   1   1   1
3837  -7  -7   7   1   1   1
3838  -9  -5   4   1   1   1
3839  -8  -6   5   1   1   1
3840  -7  -6   5   1   1   1
3841  -7  -7   6   1   1   1
3842  -6  -7   7   1   1   1
3843 -10  -7   4   1   1   1
3844  -9  -7   5   1   1   1
3845  -9  -8   6   1   1   1
3846  -8  -8   6   1   1   1
3847  -7  -9   7   1   1   1
3848  -9  -7   4   1   1   1
3849  -8  -7   5   1   1   1
3850  -7  -8   6   1   1   1
3851  -7  -8   7   1   1   1
3852  -8  -6   4   1   1   1
3853  -8  -7   4   1   1   1
3854  -7  -7   5   1   1   1
3855  -6  -8   6   1   1   1
3856   9  21   0   1   1   1
3857   9  21  -1   1   1   1
3858   8  20  -1   1   1   1
3859   8  19  -2   1   1   1
3860   8  18  -2   1   1   1
3861   8  17  -3   1   1   1
3862   7  17  -4   1   1   1
3863   7  16  -4   1   1   1
3864   7  15  -5   1   1   1
3865   8  23  -1   1   1   1
3866   8  22  -2   1   1   1
3867   7  21  -3   1   1   1
3868   7  20  -3   1   1   1
3869   7  20  -4   1   1   1
3870   7  19  -4   1   1   1
3871   6  18  -5   1   1   1
3872   6  17  -6   1   1   1
3873   9  22  -1   1   1   1
3874   8  21  -2   1   1   1
3875   8  20  -3   1   1   1
3876   8  19  -3   1   1   1
3877   7  18  -4   1   1   1
3878   7  18  -5   1   1   1
3879   7  17  -5   1   1   1
3880   7  16  -6   1   1   1
3881   9  20  -2   1   1   1
3882   9  19  -2   1   1   1
3883   8  18  -4   1   1   1
3884   8  17  -4   1   1   1
3885   8  16  -5   1   1   1
3886  10  21  -0   1   1   1
3887  10  20  -1   1   1   1
3888   9  18  -3   1   1   1
3889   9  17  -3   1   1   1
3890   9  17  -4   1   1   1
3891   9  16  -4   1   1   1
3892   8  15  -5   1   1   1
3893  11  21   0   1   1   1
3894  11  20  -1   1   1   1
3895  10  19  -1   1   1   1
3896  10  18  -2   1   1   1
3897  10  17  -3   1   1   1
3898  10  16  -4   1   1   1
3899   9  15  -4   1   1   1
3900   9  15  -5   1   1   1
3901   8  23  -2   1   1   1
3902   8  22  -3   1   1   1
3903   8  21  -4   1   1   1
3904   7  19  -5   1   1   1
3905   7  18  -6   1   1   1
3906   7  17  -7   1   1   1
3907   9  23  -2   1   1   1
3908   9  22  -2   1   1   1
3909   9  21  -3   1   1   1
3910   8  20  -4   1   1   1
3911   8  19  -5   1   1   1
3912   8  18  -5   1   1   1
3913   8  17  -6   1   1   1
3914   7  16  -7   1   1   1
3915  10  22  -1   1   1   1
3916  10  21  -2   1   1   1
3917   9  20  -3   1   1   1
3918   9  19  -4   1   1   1
3919   9  18  -4   1   1   1
3920   9  17  -5   1   1   1
3921   8  16  -6   1   1   1
3922  11  22  -1   1   1   1
3923  10  20  -2   1   1   1
3924  10  19  -3   1   1   1
3925  10  18  -4   1   1   1
3926   9  16  -5   1   1   1
3927   9  15  -6   1   1   1
3928  11  21  -1   1   1   1
3929  11  20  -2   1   1   1
3930  11  19  -2   1   1   1
3931  11  18  -3   1   1   1
3932  10  17  -4   1   1   1
3933  10  16  -5   1   1   1
3934  10  15  -5   1   1   1
3935   9  23  -3   1   1   1
3936   8  22  -4   1   1   1
3937   8  21  -5   1   1   1
3938   8  20  -5   1   1   1
3939   8  20  -6   1   1   1
3940   8  19  -6   1   1   1
3941   7  18  -7   1   1   1
3942   7  17  -8   1   1   1
3943  10  23  -2   1   1   1
3944   9  22  -3   1   1   1
3945   9  21  -4   1   1   1
3946   9  20  -5   1   1   1
3947   9  19  -5   1   1   1
3948   8  18  -6   1   1   1
3949   8  18  -7   1   1   1
3950   8  17  -7   1   1   1
3951  10  22  -2   1   1   1
3952  10  22  -3   1   1   1
3953  10  21  -3   1   1   1
3954  10  20  -4   1   1   1
3955  10  19  -4   1   1   1
3956   9  18  -6   1   1   1
3957   9  17  -6   1   1   1
3958   9  16  -7   1   1   1
3959  11  22  -2   1   1   1
3960  11  21  -2   1   1   1
3961  11  20  -3   1   1   1
3962  11  20  -4   1   1   1
3963  10  18  -5   1   1   1
3964  10  17  -5   1   1   1
3965  10  17  -6   1   1   1
3966  12  21  -1   1   1   1
3967  12  21  -2   1   1   1
3968  12  20  -3   1   1   1
3969  11  19  -3   1   1   1
3970  11  18  -4   1   1   1
3971  11  17  -5   1   1   1
3972  11  16  -6   1   1   1
3973  10  15  -6   1   1   1
3974  11  23  -3   1   1   1
3975  11  22  -3   1   1   1
3976  11  21  -4   1   1   1
3977  10  21  -5   1   1   1
3978  10  20  -5   1   1   1
3979  10  19  -6   1   1   1
3980  10  18  -6   1   1   1
3981   9  18  -7   1   1   1
3982   9  17  -8   1   1   1
3983  -9 -12  12   1   1   1
3984  -8 -12  11   1   1   1
3985  -8 -11  10   1   1   1
3986  -8 -10   9   1   1   1
3987  -7 -10   8   1   1   1
3988  -7  -9   8   1   1   1
3989  -9 -13  11   1   1   1
3990  -9 -12  10   1   1   1
3991  -8 -12   9   1   1   1
3992  -8 -11   9   1   1   1
3993  -8 -11   8   1   1   1
3994  -7 -10   7   1   1   1
3995  -7 -10   6   1   1   1
3996  -9 -14  10   1   1   1
3997  -9 -13  10   1   1   1
3998  -9 -12   9   1   1   1
3999  -8 -12   8   1   1   1
4000  -8 -11   7   1   1   1
4001  -8 -11   6   1   1   1
4002  -8 -12  12   1   1   1
4003  -7 -12  11   1   1   1
4004  -7 -11  10   1   1   1
4005  -7 -11   9   1   1   1
4006  -6 -10   9   1   1   1
4007  -6 -10   8   1   1   1
4008  -6  -9   7   1   1   1
4009  -8 -13  11   1   1   1
4010  -8 -13  10   1   1   1
4011  -7 -12  10   1   1   1
4012  -7 -12   9   1   1   1
4013  -7 -11   8   1   1   1
4014  -7 -11   7   1   1   1
4015  -6 -10   6   1   1   1
4016  -8 -14  11   1   1   1
4017  -8 -13   9   1   1   1
4018  -7 -12   8   1   1   1
4019  -7 -12   7   1   1   1
4020  -7 -11   6   1   1   1
4021  -7 -13  12   1   1   1
4022  -6 -12  11   1   1   1
4023  -6 -12  10   1   1   1
4024  -6 -11   9   1   1   1
4025  -5 -10   8   1   1   1
4026  -5 -10   7   1   1   1
4027  -7 -14  11   1   1   1
4028  -7 -13  10   1   1   1
4029  -6 -13  10   1   1   1
4030  -6 -12   9   1   1   1
4031  -6 -12   8   1   1   1
4032  -6 -11   7   1   1   1
4033  -5 -11   6   1   1   1
4034  -7 -14  10   1   1   1
4035  -7 -13   9   1   1   1
4036  -7 -13   8   1   1   1
4037  -6 -12   7   1   1   1
4038  -6 -11   6   1   1   1
4039  -4  -2 -15   1   1   1
4040  -3  -1 -15   1   1   1
4041  -2  -1 -15   1   1   1
4042  -3  -2 -14   1   1   1
4043  -2  -2 -14   1   1   1
4044  -1  -2 -14   1   1   1
4045  -2  -2 -15   1   1   1
4046  -4  -3 -15   1   1   1
4047  -3  -3 -16   1   1   1
4048  -2  -3 -16   1   1   1
4049  -3  -3 -14   1   1   1
4050  -2  -3 -14   1   1   1
4051  -1  -3 -14   1   1   1
4052  17   9  -6   1   1   1
4053  18   8  -6   1   1   1
4054  18   7  -6   1   1   1
4055  18   6  -6   1   1   1
4056  18   5  -7   1   1   1
4057  16   9  -5   1   1   1
4058  16   8  -6   1   1   1
4059  16   7  -6   1   1   1
4060  16   6  -6   1   1   1
4061  17   5  -6   1   1   1
4062  17   8  -6   1   1   1
4063  17   7  -7   1   1   1
4064  17   6  -7   1   1   1
4065  17   5  -7   1   1   1
4066  17   9  -7   1   1   1
4067  17   8  -7   1   1   1
4068  17   7  -8   1   1   1
4069  17   6  -8   1   1   1
4070  17   5  -8   1   1   1
4071  16   9  -7   1   1   1
4072  16   8  -7   1   1   1
4073  16   7  -7   1   1   1
4074  16   6  -7   1   1   1
4075  16   5  -7   1   1   1
4076   2   5 -14   1   1   1
4077   1   5 -14   1   1   1
4078   1   5 -15   1   1   1
4079  -1   3  -7   1   1   1
4080  -1   2  -8   1   1   1
4081  -1   2  -9   1   1   1
4082  12  23  -8   1   1   1
4083  11  23  -8   1   1   1
4084  10  22  -8   1   1   1
4085   9  22  -8   1   1   1
4086   8  21  -8   1   1   1
4087  13  22  -8   1   1   1
4088  12  22  -8   1   1   1
4089  11  21  -8   1   1   1
4090  10  21  -8   1   1   1
4091   9  21  -8   1   1   1
4092  13  21  -7   1   1   1
4093  12  21  -7   1   1   1
4094  11  21  -7   1   1   1
4095  10  20  -7   1   1   1
4096   9  20  -7   1   1   1
4097  12  23  -9   1   1   1
4098  11  22  -9   1   1   1
4099  10  22  -9   1   1   1
4100  10  21  -9   1   1   1
4101   9  21  -9   1   1   1
4102  13  22  -9   1   1   1
4103  12  21  -9   1   1   1
4104  11  21  -9   1   1   1
4105   9  20  -8   1   1   1
4106  13  21  -8   1   1   1
4107  12  20  -8   1   1   1
4108  11  20  -8   1   1   1
4109  10  20  -8   1   1   1
4110   9  19  -8   1   1   1
4111  12  22 -10   1   1   1
4112  11  21 -10   1   1   1
4113  10  21 -10   1   1   1
4114   9  21 -10   1   1   1
4115  13  21 -10   1   1   1
4116  10  20  -9   1   1   1
4117   9  20  -9   1   1   1
4118  13  20  -9   1   1   1
4119  12  20  -9   1   1   1
4120  11  20  -9   1   1   1
4121  10  19  -9   1   1   1
4122   9  19  -9   1   1   1
4123  -7 -12  -8   1   1   1
4124  -6 -12  -9   1   1   1
4125  -6 -12 -10   1   1   1
4126  -5 -13 -10   1   1   1
4127  -5 -13 -11   1   1   1
4128  -4 -14 -12   1   1   1
4129  -3 -14 -13   1   1   1
4130  -3 -15 -13   1   1   1
4131  -2 -15 -14   1   1   1
4132  -5 -11  -9   1   1   1
4133  -5 -12  -9   1   1   1
4134  -4 -12 -10   1   1   1
4135  -4 -13 -11   1   1   1
4136  -3 -13 -11   1   1   1
4137  -2 -13 -12   1   1   1
4138  -2 -14 -13   1   1   1
4139  -1 -14 -14   1   1   1
4140  -6 -12  -8   1   1   1
4141  -5 -13  -9   1   1   1
4142  -4 -13 -10   1   1   1
4143  -3 -14 -11   1   1   1
4144  -3 -14 -12   1   1   1
4145  -2 -15 -13   1   1   1
4146  -6 -13  -7   1   1   1
4147  -6 -13  -8   1   1   1
4148  -5 -14  -9   1   1   1
4149  -4 -14 -10   1   1   1
4150  -4 -15 -11   1   1   1
4151  -3 -15 -12   1   1   1
4152  -3 -16 -12   1   1   1
4153  -2 -16 -13   1   1   1
4154  -4 -11  -8   1   1   1
4155  -4 -12  -9   1   1   1
4156  -3 -12  -9   1   1   1
4157  -3 -13 -10   1   1   1
4158  -2 -13 -11   1   1   1
4159  -1 -14 -12   1   1   1
4160  -1 -14 -13   1   1   1
4161  -5 -12  -7   1   1   1
4162  -5 -12  -8   1   1   1
4163  -4 -13  -8   1   1   1
4164  -4 -13  -9   1   1   1
4165  -3 -14 -10   1   1   1
4166  -2 -14 -11   1   1   1
4167  -1 -15 -12   1   1   1
4168  -1 -15 -13   1   1   1
4169  -5 -13  -7   1   1   1
4170  -5 -14  -8   1   1   1
4171  -4 -14  -9   1   1   1
4172  -3 -15 -10   1   1   1
4173  -2 -15 -11   1   1   1
4174  -2 -16 -12   1   1   1
4175  -1 -16 -12   1   1   1
4176  -4 -11  -7   1   1   1
4177  -4 -12  -7   1   1   1
4178  -3 -12  -8   1   1   1
4179  -2 -13  -9   1   1   1
4180  -1 -13 -10   1   1   1
4181  -1 -14 -11   1   1   1
4182  -0 -14 -12   1   1   1
4183  -5 -12  -6   1   1   1
4184  -3 -13  -8   1   1   1
4185  -2 -14  -9   1   1   1
4186  -2 -14 -10   1   1   1
4187  -1 -15 -11   1   1   1
4188  -0 -15 -12   1   1   1
4189  -5 -13  -6   1   1   1
4190  -4 -13  -7   1   1   1
4191  -4 -14  -7   1   1   1
4192  -3 -14  -8   1   1   1
4193  -3 -15  -9   1   1   1
4194  -2 -15 -10   1   1   1
4195  -1 -16 -11   1   1   1
4196  -0 -16 -12   1   1   1
4197  -4 -12  -6   1   1   1
4198  -3 -13  -6   1   1   1
4199  -3 -13  -7   1   1   1
4200  -2 -13  -8   1   1   1
4201  -2 -14  -8   1   1   1
4202  -1 -14  -9   1   1   1
4203  -0 -15 -10   1   1   1
4204   0 -15 -11   1   1   1
4205   1 -15 -11   1   1   1
